imdb_title_id,title,original_title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,gross,gross_mil
tt1255919,Holmes & Watson - 2 de menti al servizio della regina,Holmes & Watson,2018,"Comedy, Crime, Mystery",90,"USA, Canada",English,Etan Cohen,"Etan Cohen, Arthur Conan Doyle",Columbia Pictures,"Will Ferrell, John C. Reilly, Rebecca Hall, Rob Brydon, Kelly Macdonald, Lauren Lapkus, Pam Ferris, Ralph Fiennes, Hector Bateman-Harden, Codie-Lei Eastick, Laura Stevely, Layla Rose Boyce, Sadie Newman, Harry Baxendale, Ella Bright",3.8,28587,$ 42000000,40466000,40.47
tt1270797,Venom,Venom,2018,"Action, Adventure, Sci-Fi",112,"China, USA","English, Mandarin, Malay",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Columbia Pictures,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara",6.7,343608,$ 100000000,656000000,656.00
tt1365519,Tomb Raider,Tomb Raider,2018,"Action, Adventure, Fantasy",119,"UK, USA","English, Cantonese, Hindi",Roar Uthaug,"Geneva Robertson-Dworet, Alastair Siddons",Warner Bros.,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu, Kristin Scott Thomas, Derek Jacobi, Alexandre Willaume, Tamer Burjaq, Adrian Collins, Keenan Arrison, Andrian Mazive, Milton Schorr, Hannah John-Kamen, Peter Waison, Samuel Mak",6.3,185701,$ 94000000,274650000,274.65
tt1477834,Aquaman,Aquaman,2018,"Action, Adventure, Fantasy",143,"USA, Australia","English, Russian, Maori, Italian",James Wan,"David Leslie Johnson-McGoldrick, Will Beall",Warner Bros.,"Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach, Randall Park, Graham McTavish, Leigh Whannell, Tainui Kirkwood, Tamor Kirkwood",6.9,348878,$ 160000000,1148485000,1148.49
tt1677720,Ready Player One,Ready Player One,2018,"Action, Adventure, Sci-Fi",140,"USA, India",English,Steven Spielberg,"Zak Penn, Ernest Cline",Warner Bros.,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe, T.J. Miller, Simon Pegg, Mark Rylance, Philip Zhao, Win Morisaki, Hannah John-Kamen, Ralph Ineson, Susan Lynch, Clare Higgins, Laurence Spellman, Perdita Weeks",7.5,353913,$ 175000000,582893000,582.89
tt2709692,Il Grinch,The Grinch,2018,"Animation, Comedy, Family",85,"France, Japan, USA",English,"Yarrow Cheney, Scott Mosier","Michael LeSieur, Tommy Swerdlow",Universal Pictures,"Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Tristan O'Hare, Kenan Thompson, Sam Lavagnino, Ramone Hamilton, Angela Lansbury, Scarlett Estevez, Michael Beattie, Lori Alan, Carlos Alazraqui, Doug Burch, Cathy Cavadini",6.3,45035,$ 75000000,512492000,512.49
tt3104988,Crazy & Rich,Crazy Rich Asians,2018,"Comedy, Drama, Romance",120,USA,"English, Mandarin, Cantonese, Hokkien, French, Malay",Jon M. Chu,"Peter Chiarelli, Adele Lim",Warner Bros.,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu, Awkwafina, Harry Shum Jr., Ken Jeong, Sonoya Mizuno, Chris Pang, Jimmy O. Yang, Ronny Chieng, Remy Hii, Nico Santos, Jing Lusi",6.9,133010,$ 30000000,238539000,238.54
tt3766354,The Equalizer 2: Senza perdono,The Equalizer 2,2018,"Action, Crime, Thriller",121,USA,"English, French, Turkish, Hebrew, Arabic, Spanish",Antoine Fuqua,"Richard Wenk, Michael Sloan",Columbia Pictures,"Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean, Bill Pullman, Melissa Leo, Jonathan Scarfe, Sakina Jaffrey, Kazy Tauginas, Garrett Golden, Adam Karst, Alican Barlas, Rhys Olivia Cote, Tamara Hickey, Ken Baltin",6.7,125883,$ 62000000,190400000,190.40
tt4537896,Cocaine - La vera storia di White Boy Rick,White Boy Rick,2018,"Crime, Drama",111,USA,English,Yann Demange,"Andy Weiss, Logan Miller",Columbia Pictures,"Matthew McConaughey, Richie Merritt, Bel Powley, Jennifer Jason Leigh, Brian Tyree Henry, Rory Cochrane, RJ Cyler, Jonathan Majors, Eddie Marsan, Taylour Paige, Bruce Dern, Piper Laurie, Raekwon Haynes, Ishmael Ali, James Howard",6.4,24478,$ 29000000,24000000,24.00
tt4881806,Jurassic World - Il regno distrutto,Jurassic World: Fallen Kingdom,2018,"Action, Adventure, Sci-Fi",128,USA,"English, Russian",J.A. Bayona,"Derek Connolly, Colin Trevorrow",Universal Pictures,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith, Daniella Pineda, James Cromwell, Toby Jones, Ted Levine, Jeff Goldblum, BD Wong, Geraldine Chaplin, Isabella Sermon, Robert Emms, Peter Jason, Kevin Layne",6.2,256534,$ 170000000,1310466000,1310.47
tt5052474,Soldado,Sicario: Day of the Soldado,2018,"Action, Adventure, Crime",122,"USA, Mexico","English, Spanish, American Sign Language, Arabic, Somali",Stefano Sollima,Taylor Sheridan,Columbia Pictures,"Benicio Del Toro, Josh Brolin, Isabela Merced, Jeffrey Donovan, Catherine Keener, Manuel Garcia-Rulfo, Matthew Modine, Shea Whigham, Elijah Rodriguez, Howard Ferguson Jr., David Castañeda, Jacqueline Torres, Raoul Max Trujillo, Bruno Bichir, Jake Picking",7.1,119798,$ 35000000,75837000,75.84
tt5117670,Peter Rabbit,Peter Rabbit,2018,"Adventure, Comedy, Family",95,"USA, Australia, UK",English,Will Gluck,"Rob Lieber, Will Gluck",Columbia Pictures,"James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia, Colin Moody, Sam Neill, Margot Robbie, Elizabeth Debicki, Daisy Ridley, Rose Byrne, Christian Gazal, Ewen Leslie, Natalie Dew, Terenia Edwards, Marianne Jean-Baptiste",6.6,33945,$ 50000000,351496000,351.50
tt5164214,Ocean's 8,Ocean's Eight,2018,"Action, Comedy, Crime",110,USA,"English, Hindi, French, German, Mandarin",Gary Ross,"Gary Ross, Olivia Milch",Warner Bros.,"Sandra Bullock, Griffin Dunne, Deidre Goodwin, Daniella Rabbani, Brian J. Carter, Gemma Forbes, Katherine Hozier-Adams, Freddy J. Davila, Francesca Calo, Cate Blanchett, Midori Francis, Elliott Gould, Richard Armitage, Charlotte Kirk, Anne Hathaway",6.2,177206,$ 70000000,297718000,297.72
tt5177088,Millennium - Quello che non uccide,The Girl in the Spider's Web,2018,"Action, Crime, Drama",115,"Germany, Sweden, USA",English,Fede Alvarez,"David Lagercrantz, Stieg Larsson",Columbia Pictures,"Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield, Sylvia Hoeks, Carlotta von Falkenhayn, Stephen Merchant, Christopher Convery, Claes Bang, Synnøve Macody Lund, Cameron Britton, Vicky Krieps, Andreja Pejic, Mikael Persbrandt, Thomas Wingrich",6.1,38499,$ 43000000,35164000,35.16
tt5664636,Piccoli Brividi 2 - I fantasmi di Halloween,Goosebumps 2: Haunted Halloween,2018,"Adventure, Comedy, Family",90,"USA, UK",English,Ari Sandel,"Rob Lieber, Rob Lieber",Columbia Pictures,"Wendi McLendon-Covey, Madison Iseman, Jeremy Ray Taylor, Caleel Harris, Ken Jeong, Chris Parnell, Bryce Cass, Peyton Wich, Shari Headley, Christian Finlayson, Matthew J. Vasquez, Courtney Lauren Cummings, Jessi Goei, Drew Scheid, Tyler Silva",5.6,16490,$ 35000000,,
tt5979872,Bleach: Burîchu,Bleach: Burîchu,2018,"Action, Adventure, Fantasy",108,Japan,Japanese,Shinsuke Sato,"Tite Kubo, Shinsuke Sato",Warner Bros.,"Sôta Fukushi, Hana Sugisaki, Ryô Yoshizawa, Erina Mano, Yû Koyanagi, Seiichi Tanabe, Hiroto Yamada, Risako Itô, Kokoro Hirasawa, Miyu Andô, Kaito Takamura, Yuira Gotô, Ryûnosuke Suzuki, Yûki Asano, Katsumi Kanai",6.4,9934,$ 3598902,,
tt6802308,Ore 15:17 - Attacco al treno,The 15:17 to Paris,2018,"Biography, Drama, Thriller",94,USA,"English, French, Arabic, German, Dutch",Clint Eastwood,"Dorothy Blyskal, Anthony Sadler",Warner Bros.,"Ray Corasani, Alek Skarlatos, Anthony Sadler, Spencer Stone, Judy Greer, Jenna Fischer, Irene White, William Jennings, Bryce Gheisar, Stephen Matthew Smith, P.J. Byrne, Paul-Mikél Williams, Thomas Lennon, Tony Hale, Grant Weaver",5.2,27885,$ 30000000,57076000,57.08
tt6911608,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,2018,"Comedy, Musical, Romance",114,"UK, USA, Japan","English, French, Greek",Ol Parker,"Ol Parker, Richard Curtis",Universal Pictures,"Amanda Seyfried, Andy Garcia, Celia Imrie, Lily James, Alexa Davies, Jessica Keenan Wynn, Dominic Cooper, Julie Walters, Christine Baranski, Hugh Skinner, Pierce Brosnan, Omid Djalili, Josh Dylan, Gerard Monaco, Anna Antoniades",6.6,75686,$ 75000000,,
tt6921996,Johnny English colpisce ancora,Johnny English Strikes Again,2018,"Action, Adventure, Comedy",89,"UK, France, USA, China","English, Russian, French, German",David Kerr,William Davies,Universal Pictures,"Kevin Eldon, Emma Thompson, Adam James, Rowan Atkinson, Noah Spiers, Kendra Mei, Alfie Kennedy, Jasmine Brightmore, George Turner, Rua Robertson, Adam Greaves-Neal, Nifemi Bankole, Gus Brown, Pippa Bennett-Warner, Michael Gambon",6.2,60393,$ 25000000,158972000,158.97
tt7074886,The Front Runner - Il vizio del potere,The Front Runner,2018,"Biography, Drama, History",113,"Canada, USA",English,Jason Reitman,"Matt Bai, Jay Carson",Columbia Pictures,"Hugh Jackman, Vera Farmiga, J.K. Simmons, Mark O'Brien, Molly Ephraim, Chris Coy, Alex Karpovsky, Josh Brener, Tommy Dewey, Kaitlyn Dever, Oliver Cooper, Jenna Kanell, RJ Brown, Alfred Molina, Mamoudou Athie",6.1,10566,,,
tt7690670,Superfly,Superfly,2018,"Action, Crime, Thriller",116,USA,"English, Spanish, Cantonese",Director X.,Alex Tse,Columbia Pictures,"Trevor Jackson, Jason Mitchell, Michael Kenneth Williams, Lex Scott Davis, Jennifer Morrison, Kaalan Walker, Esai Morales, Andrea Londo, Big Bank Black, Big Boi, Jacob Ming-Trent, Brian F. Durkin, Dominique Madison, Angel Love, Terayle Hill",5.1,6015,$ 16000000,20780000,20.78
tt7959026,Il corriere - The Mule,The Mule,2018,"Crime, Drama, Thriller",116,"USA, Canada","English, Spanish",Clint Eastwood,"Nick Schenk, Sam Dolnick",Warner Bros.,"Clint Eastwood, Patrick L. Reyes, Cesar De León, Gustavo Muñoz, Jackie Prucha, Richard Herd, Adam Drescher, Christi McClintock, Keith Flippen, Alison Eastwood, Kinsley Isla Dillon, Dianne Wiest, Joe Knezevich, Megan Leahy, Taissa Farmiga",7,101090,$ 50000000,174804000,174.80
tt8179218,Alex & Me,Alex & Me,2018,"Family, Sport",76,USA,English,Eric Champnella,Eric Champnella,Warner Bros.,"Siena Agudong, Alex Morgan, Jim Klock, Ava Acres, Reagan Lake Champnella, Mikari Tarpley, Lily Mae Silverstein, Matt Cornett, Chuti Tiu, Julia Antonelli, Colin Critchley, Jessica Treska, Jerry Trainor, Andrew Rush, James Moses Black",5.4,475,,,
tt8467658,Uno di famiglia,Uno di famiglia,2018,"Comedy, Crime",95,Italy,Italian,Alessio Maria Federici,"Giacomo Ciarrapico, Alessio Maria Federici",Warner Bros.,"Pietro Sermonti, Lucia Ocone, Sarah Felberbaum, Nino Frassica, Moise Curia, Neri Marcorè, Massimo De Lorenzo, Anna Della Rosa, Giampiero Judica, Massimo Olcese, Giuseppe Ansaldi, Rita De Donato, Roberto D'Alessandro, Saverio Malara, Vincenzo Leto",5.7,233,,,
tt0448115,Shazam!,Shazam!,2019,"Action, Adventure, Comedy",132,"USA, Canada","English, Spanish",David F. Sandberg,"Henry Gayden, Henry Gayden",Warner Bros.,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Adam Brody, Djimon Hounsou, Faithe Herman, Meagan Good, Grace Fulton, Michelle Borth, Ian Chen, Ross Butler, Jovan Armand, D.J. Cotrona, Marta Milans",7.1,240858,$ 100000000,365971000,365.97
tt10481868,Black Christmas,Black Christmas,2019,"Horror, Mystery, Thriller",92,"USA, New Zealand",English,Sophia Takal,"Sophia Takal, April Wolfe",Universal Pictures,"Imogen Poots, Aleyse Shannon, Lily Donoghue, Brittany O'Grady, Caleb Eberhardt, Cary Elwes, Simon Mead, Madeleine Adams, Nathalie Morris, Ben Black, Zoë Robins, Ryan McIntyre, Mark Neilson, Lucy Currey, Jonny McBride",3.2,8646,$ 5000000,,
tt2283336,Men in Black: International,Men in Black: International,2019,"Action, Adventure, Comedy",114,"China, USA","English, French, Chinese",F. Gary Gray,"Matt Holloway, Art Marcum",Columbia Pictures,"Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson, Rafe Spall, Emma Thompson, Liam Neeson, Laurent Bourgeois, Larry Bourgeois, Kayvan Novak, Spencer Wilding, Marcy Harriell, Inny Clemons, Aaron Serotsky, Mandeiya Flory",5.6,103315,$ 110000000,253890000,253.89
tt3281548,Piccole donne,Little Women,2019,"Drama, Romance",135,USA,"English, French",Greta Gerwig,"Greta Gerwig, Louisa May Alcott",Columbia Pictures,"Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, Laura Dern, Timothée Chalamet, Tracy Letts, Bob Odenkirk, James Norton, Louis Garrel, Jayne Houdyshell, Chris Cooper, Meryl Streep, Rafael Silva, Mason Alban",7.8,122387,$ 40000000,216601000,216.60
tt3513498,The Lego Movie 2: Una nuova avventura,The Lego Movie 2: The Second Part,2019,"Animation, Action, Adventure",107,"Denmark, Norway, Australia, USA",English,Mike Mitchell,"Phil Lord, Christopher Miller",Warner Bros.,"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish, Stephanie Beatriz, Alison Brie, Nick Offerman, Charlie Day, Maya Rudolph, Will Ferrell, Jadon Sand, Brooklynn Prince, Channing Tatum, Jonah Hill, Richard Ayoade",6.6,51436,$ 99000000,192306000,192.31
tt3741700,Godzilla II - King of the Monsters,Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",132,"USA, Japan, China, Canada","English, Japanese, Chinese, Spanish",Michael Dougherty,"Michael Dougherty, Zach Shields",Warner Bros.,"Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe, Ziyi Zhang, Bradley Whitford, Sally Hawkins, Charles Dance, Thomas Middleditch, Aisha Hinds, O'Shea Jackson Jr., David Strathairn, Anthony Ramos, Elizabeth Faith Ludlow, Jonathan Howard",6,125326,$ 170000000,386600000,386.60
tt4463894,Shaft,Shaft,2019,"Action, Comedy, Crime",111,USA,English,Tim Story,"Ernest Tidyman, Kenya Barris",Warner Bros.,"Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall, Alexandra Shipp, Matt Lauria, Titus Welliver, Method Man, Isaach De Bankolé, Avan Jogia, Luna Lauren Velez, Robbie Jones, Aaron Dominguez, Ian Casselberry, Almeera Jiwa",6.4,41924,$ 35000000,21300000,21.30
tt5033998,Charlie's Angels,Charlie's Angels,2019,"Action, Adventure, Comedy",118,"Germany, USA","English, French, Portuguese, German, Turkish",Elizabeth Banks,"Elizabeth Banks, Evan Spiliotopoulos",Columbia Pictures,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Patrick Stewart, Djimon Hounsou, Sam Claflin, Jonathan Tucker, Nat Faxon, Chris Pang, Luis Gerardo Méndez, Noah Centineo, David Schütter, Hannah Hoekstra, Jane Chirwa",4.7,49824,$ 48000000,17803000,17.80
tt5113040,Pets 2: Vita da animali,The Secret Life of Pets 2,2019,"Animation, Adventure, Comedy",86,"USA, France, Japan",English,"Chris Renaud, Jonathan del Val",Brian Lynch,Universal Pictures,"Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet, Jenny Slate, Tiffany Haddish, Lake Bell, Dana Carvey, Bobby Moynihan, Hannibal Buress, Chris Renaud, Ellie Kemper, Pete Holmes, Henry Lynch, Nick Kroll",6.5,46358,$ 80000000,430051000,430.05
tt5606664,Doctor Sleep,Doctor Sleep,2019,"Drama, Fantasy, Horror",152,"UK, USA",English,Mike Flanagan,"Mike Flanagan, Stephen King",Warner Bros.,"Ewan McGregor, Rebecca Ferguson, Kyliegh Curran, Cliff Curtis, Zahn McClarnon, Emily Alyn Lind, Selena Anduze, Robert Longstreet, Carel Struycken, Katie Parker, James Flanagan, Met Clark, Zackary Momoh, Jocelin Donahue, Dakota Hickman",7.4,121789,$ 45000000,,
tt5884052,Pokémon: Detective Pikachu,Pokémon: Detective Pikachu,2019,"Action, Adventure, Comedy",104,"USA, Japan, UK, Canada","English, Japanese",Rob Letterman,"Dan Hernandez, Benji Samit",Warner Bros.,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy, Ken Watanabe, Chris Geere, Suki Waterhouse, Josette Simon, Alejandro De Mesa, Rita Ora, Karan Soni, Max Fincham, Simone Ashley, Edward Davis, Diplo",6.6,130487,$ 150000000,433921000,433.92
tt5886046,Escape Room,Escape Room,2019,"Action, Adventure, Horror",99,"USA, South Africa",English,Adam Robitel,"Bragi F. Schut, Maria Melnik",Columbia Pictures,"Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine, Deborah Ann Woll, Nik Dodani, Yorick van Wageningen, Cornelius Geaney Jr., Russell Crous, Bart Fouche, Jessica Sutton, Paul Hampshire, Vere Tindale, Kenneth Fok, Caely-Jo Levy",6.3,77941,$ 9000000,155710000,155.71
tt6320628,Spider-Man: Far from Home,Spider-Man: Far from Home,2019,"Action, Adventure, Sci-Fi",129,USA,"English, Italian, Czech",Jon Watts,"Chris McKenna, Erik Sommers",Columbia Pictures,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei, Jon Favreau, Zendaya, Jacob Batalon, Tony Revolori, Angourie Rice, Remy Hii, Martin Starr, J.B. Smoove, Jorge Lendeborg Jr., Cobie Smulders, Numan Acar",7.5,304708,$ 160000000,1131927000,1131.93
tt7131622,C'era una volta a... Hollywood,Once Upon a Time... in Hollywood,2019,"Comedy, Drama",161,"USA, UK, China","English, Italian, Spanish, German",Quentin Tarantino,Quentin Tarantino,Columbia Pictures,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch, Margaret Qualley, Timothy Olyphant, Julia Butters, Austin Butler, Dakota Fanning, Bruce Dern, Mike Moh, Luke Perry, Damian Lewis, Al Pacino, Nicholas Hammond",7.6,507214,$ 90000000,374565000,374.57
tt7286456,Joker,Joker,2019,"Crime, Drama, Thriller",122,"USA, Canada",English,Todd Phillips,"Todd Phillips, Scott Silver",Warner Bros.,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Shea Whigham, Bill Camp, Glenn Fleshler, Leigh Gill, Josh Pais, Rocco Luna, Marc Maron, Sondra James, Murphy Guyer, Douglas Hodge",8.5,855097,$ 55000000,1074427000,1074.43
tt7343762,Good Boys - Quei cattivi ragazzi,Good Boys,2019,"Adventure, Comedy",90,USA,English,Gene Stupnitsky,"Lee Eisenberg, Gene Stupnitsky",Universal Pictures,"Jacob Tremblay, Keith L. Williams, Brady Noon, Molly Gordon, Midori Francis, Izaac Wang, Millie Davis, Josh Caras, Will Forte, Mariessa Portelance, Lil Rel Howery, Retta, Michaela Watkins, Christian Darrel Scott, Macie Juiles",6.7,55929,$ 20000000,111037000,111.04
tt7616798,Un viaggio a quattro zampe,A Dog's Way Home,2019,"Adventure, Drama, Family",96,"China, USA",English,Charles Martin Smith,"W. Bruce Cameron, Cathryn Michon",Columbia Pictures,"Ashley Judd, Jonah Hauer-King, Edward James Olmos, Alexandra Shipp, Chris Bauer, Barry Watson, Motell Gyn Foster, Wes Studi, Bryce Dallas Howard, John Cassini, Brian Markinson, Patrick Gallagher, Broadus Mattison, Rolando Boyce, Cesar De León",6.7,13462,$ 18000000,41000000,41.00
tt8085790,La piccola boss,Little,2019,"Comedy, Fantasy, Romance",109,USA,English,Tina Gordon,"Tracy Oliver, Tina Gordon",Universal Pictures,"Regina Hall, Issa Rae, Marsai Martin, Justin Hartley, Tracee Ellis Ross, Tone Bell, Mikey Day, JD McCrary, Tucker Meek, Thalia Tran, Marley Taylor, Eva Carlton, Luke James, Rachel Dratch, Christopher A. Martin",5.4,9887,$ 20000000,49000000,49.00
tt0983946,Fantasy Island,Fantasy Island,2020,"Action, Adventure, Fantasy",109,USA,English,Jeff Wadlow,"Jillian Jacobs, Christopher Roach",Columbia Pictures,"Michael Peña, Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang, Portia Doubleday, Ryan Hansen, Michael Rooker, Parisa Fitz-Henley, Mike Vogel, Kim Coates, Robbie Jones, Jeriya Benn, Charlotte McKinney, Josh McConville",4.9,26823,$ 7000000,48000000,48.00
tt1051906,L'uomo invisibile,The Invisible Man,2020,"Horror, Mystery, Sci-Fi",124,"Canada, Australia, USA",English,Leigh Whannell,"Leigh Whannell, Leigh Whannell",Universal Pictures,"Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer, Aldis Hodge, Storm Reid, Michael Dorman, Benedict Hardie, Renee Lim, Brian Meegan, Nick Kici, Vivienne Greer, Nicholas Hope, Cleave Williams, Cardwell Lynch, Sam Smith",7.1,129805,$ 7000000,143151000,143.15
tt11946300,Blu profondo 3,Deep Blue Sea 3,2020,"Action, Horror, Sci-Fi",99,USA,English,John Pogue,Dirk Blackman,Warner Bros.,"Tania Raymonde, Nathaniel Buzolic, Emerson Brooks, Bren Foster, Reina Aoi, Alex Bhat, Siya Mayola, Avumile Qongqo, Brashaad Mayweather, Ernest St.Clair, DeVille Vannik",4.6,3101,$ 5000000,703200,0.70
tt1502397,Bad Boys for Life,Bad Boys for Life,2020,"Action, Comedy, Crime",124,"USA, Mexico","English, Spanish","Adil El Arbi, Bilall Fallah","Peter Craig, Joe Carnahan",Columbia Pictures,"Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig, Charles Melton, Paola Nuñez, Kate del Castillo, Nicky Jam, Joe Pantoliano, Jacob Scipio, Theresa Randle, DJ Khaled, Happy Anderson, Bianca Bethune, Dennis Greene",6.6,111557,$ 90000000,426505000,426.51
tt1634106,Bloodshot,Bloodshot,2020,"Action, Drama, Sci-Fi",109,USA,"English, Persian",Dave Wilson,"Jeff Wadlow, Eric Heisserer",Columbia Pictures,"Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell, Talulah Riley, Lamorne Morris, Guy Pearce, Jóhannes Haukur Jóhannesson, Alex Hernandez, Siddharth Dhananjay, Tamer Burjaq, Clyde Berning, David Dukas, Charlie Bouguenon, Tyrel Meyer",5.7,49627,$ 45000000,37100000,37.10
tt3152592,Scooby!,Scoob!,2020,"Animation, Adventure, Comedy",93,USA,English,Tony Cervone,"Adam Sztykiel, Jack Donaldson",Warner Bros.,"Will Forte, Mark Wahlberg, Jason Isaacs, Gina Rodriguez, Zac Efron, Amanda Seyfried, Kiersey Clemons, Ken Jeong, Tracy Morgan, Frank Welker, Iain Armitage, Mckenna Grace, Pierce Gagnon, Ariana Greenblatt, Simon Cowell",5.7,14555,,24937000,24.94
tt6673612,Dolittle,Dolittle,2020,"Adventure, Comedy, Family",101,"USA, China, UK, Japan","English, French",Stephen Gaghan,"Stephen Gaghan, Dan Gregor",Universal Pictures,"Robert Downey Jr., Antonio Banderas, Michael Sheen, Jim Broadbent, Jessie Buckley, Harry Collett, Emma Thompson, Rami Malek, John Cena, Kumail Nanjiani, Octavia Spencer, Tom Holland, Craig Robinson, Ralph Fiennes, Selena Gomez",5.6,39245,$ 175000000,245487000,245.49
tt6723592,Tenet,Tenet,2020,"Action, Sci-Fi",150,"UK, USA","English, Russian, Ukrainian, Estonian",Christopher Nolan,Christopher Nolan,Warner Bros.,"Elizabeth Debicki, Robert Pattinson, John David Washington, Aaron Taylor-Johnson, Kenneth Branagh, Clémence Poésy, Fiona Dourif, Michael Caine, Himesh Patel, Andrew Howard, Wes Chatham, Dimple Kapadia, Martin Donovan, Yuri Kolokolnikov, Jack Cutmore-Scott",7.9,60922,$ 205000000,58450000,58.45
tt8060328,Invasion,Vtorzhenie,2020,"Action, Sci-Fi",134,Russia,"Russian, English",Fedor Bondarchuk,"Oleg Malovichko, Andrey Zolotarev",Columbia Pictures,"Alexander Petrov, Irina Starshenbaum, Rinal Mukhametov, Oleg Menshikov, Yuriy Borisov, Sergey Garmash, Nina Rakova, Konstantin Bogomolov, Evgeniy Mikheev, Andrey Nazimov, Pavel Kizhuk, Oleg Badyu, Stanislav Kisilevskiy, Igor Kosterin",5.6,2359,RUR 650000000,16600000,16.60
tt8201852,You Should Have Left,You Should Have Left,2020,"Drama, Horror, Mystery",93,"USA, UK",English,David Koepp,"David Koepp, Daniel Kehlmann",Universal Pictures,"Kevin Bacon, Amanda Seyfried, Avery Tiiu Essex, Colin Blumenau, Lowri Ann Richards, Joshua C Jackson, Eli Powers",5.3,9695,,4000000,4.00
tt8544498,Tornare a vincere,The Way Back,2020,"Drama, Sport",108,"USA, Canada",English,Gavin O'Connor,Brad Ingelsby,Warner Bros.,"Ben Affleck, Al Madrigal, Janina Gavankar, Michaela Watkins, Brandon Wilson, Will Ropp, Fernando Luis Vega, Charles Lott Jr., Melvin Gregg, Ben Irving, Jeremy Radin, John Aylward, Da'Vinchi, Matthew Glave, Nico David",6.7,23769,1360000,,
tt9686708,Il re di Staten Island,The King of Staten Island,2020,"Comedy, Drama",136,USA,English,Judd Apatow,"Judd Apatow, Pete Davidson",Universal Pictures,"Pete Davidson, Bel Powley, Ricky Velez, Lou Wilson, Moises Arias, Carly Aquilino, Marisa Tomei, Maude Apatow, Robert Vidal III, Angus Costello, Pauline Chalamet, Lynne Koplitz, Joseph Paul Kennedy, Nina Hellman, Jack Hamblin",7.1,21774,,200000,0.20
